Center Coordinates:
(0.0, 0.0, 491.6999969482422)
(0.2966461181640625, -8.126358032226562, 491.8999938964844)
(3.26318359375, -16.586685180664062, 492.1000061035156)
(8.825408935546875, -22.48663330078125, 492.3000030517578)
(16.538375854492188, -26.271514892578125, 492.6000061035156)
(30.332733154296875, -27.49603271484375, 492.8999938964844)
(54.13909912109375, -23.933807373046875, 493.6000061035156)
(69.78752517700195, -21.09514617919922, 493.4000053405762)
(85.43595123291016, -18.256484985351562, 493.2000045776367)
(101.08437728881836, -15.417823791503906, 493.00000381469727)
(116.73280334472656, -12.57916259765625, 492.8000030517578)
(130.08216857910156, -8.905593872070312, 492.8000030517578)
(141.35496520996094, -1.335845947265625, 492.6999969482422)
(148.177978515625, 4.564117431640625, 492.6999969482422)
(157.59669494628906, 21.039474487304688, 492.6000061035156)
(167.01541137695312, 29.16583251953125, 492.6000061035156)
(178.43653869628906, 33.952606201171875, 492.6000061035156)
(195.1603240966797, 37.01390075683594, 492.5500030517578)
(211.8841094970703, 40.0751953125, 492.5)
(229.6832733154297, 41.8563232421875, 492.3999938964844)
(239.2503204345703, 41.63368225097656, 492.3999938964844)
(250.07814025878906, 38.850677490234375, 492.3999938964844)
(253.1188201904297, 37.292205810546875, 492.3000030517578)
(278.33428955078125, 24.15643310546875, 492.3000030517578)
(289.9779052734375, 22.152679443359375, 492.1999969482422)
(296.4300994873047, 22.375320434570312, 492.1999969482422)
(316.97329330444336, 26.21586036682129, 492.28749656677246)
(337.51648712158203, 30.056400299072266, 492.37499618530273)
(358.0596809387207, 33.89694023132324, 492.462495803833)
(378.6028747558594, 37.73748016357422, 492.5499954223633)
(399.14606857299805, 41.578020095825195, 492.63749504089355)
(419.6892623901367, 45.41856002807617, 492.7249946594238)
(440.2324562072754, 49.25909996032715, 492.8124942779541)
(460.77565002441406, 53.099639892578125, 492.8999938964844)
(480.5679397583008, 56.88451957702637, 492.7124938964844)
(500.3602294921875, 60.66939926147461, 492.5249938964844)
(520.1525192260742, 64.45427894592285, 492.3374938964844)
(539.9448089599609, 68.2391586303711, 492.1499938964844)
(559.7370986938477, 72.02403831481934, 491.9624938964844)
(579.5293884277344, 75.80891799926758, 491.7749938964844)
(599.3216781616211, 79.59379768371582, 491.5874938964844)
(619.1139678955078, 83.37867736816406, 491.3999938964844)
(635.2815246582031, 85.3824462890625, 491.1000061035156)
(657.2338256835938, 91.28239440917969, 490.5)
(668.1358032226562, 98.85215759277344, 490.1999969482422)
(669.841552734375, 112.65583801269531, 490.1000061035156)
(665.7625885009766, 125.90292358398438, 490.1000061035156)
(657.2338256835938, 134.9198455810547, 490.0)
(647.8892669677734, 141.93299865722656, 489.8999938964844)
(639.0638580322266, 150.504638671875, 489.8999938964844)
(636.8389587402344, 154.73480224609375, 489.8999938964844)
(634.0949249267578, 160.18948364257812, 489.8000030517578)
(632.6116638183594, 168.9837646484375, 489.8000030517578)
(635.8748321533203, 178.0006866455078, 489.8000030517578)
(642.9203338623047, 183.3440399169922, 489.6999969482422)
(654.3414611816406, 184.79119873046875, 489.6999969482422)
